ADXL345_X,ADXL345_Y,ADXL345_Z,ITG3200_X,ITG3200_Y,ITG3200_Z,MMA8451Q_X,MMA8451Q_Y,MMA8451Q_Z,ADXL345_Mag,ITG3200_Mag,MMA8451Q_Mag,label
69,-245,-49,-84,-314,535,268,-947,-72,259.2045524291578,626.0007987215351,986.8216657532404,0
61,-247,-47,-48,-264,533,226,-947,-66,258.7257234988435,596.7319331156998,975.8283660562446,0
50,-245,-46,-6,-216,525,195,-947,-58,254.2459439204488,567.7296892007674,968.606215135955,0
43,-244,-42,37,-163,509,164,-939,-49,251.2946477742811,535.7415421637564,954.4726292565963,0
34,-237,-42,74,-104,489,121,-925,-38,243.08229059312404,505.384012410365,933.6541115423848,0
29,-235,-41,124,-37,469,94,-897,-35,240.30605485505353,486.52440843188947,902.5907156624203,0
22,-229,-38,171,34,453,73,-879,-31,233.1716106218765,485.39262458343967,882.5706770565176,0
18,-224,-41,212,105,439,50,-862,-33,228.43160902116853,498.68827938903877,864.0792787701832,0
13,-217,-37,234,174,424,33,-845,-33,220.5153055912446,514.5949863727784,846.287776114012,0
10,-214,-40,239,237,412,30,-824,-30,217.93577035447854,532.0093984132235,825.0915100763066,0
5,-205,-42,226,282,402,22,-806,-28,209.31793998604132,540.5589699561002,806.7862170364588,0
12,-201,-34,200,328,392,30,-798,-22,204.2082270624766,548.860638049405,798.8666972655701,0
8,-204,-32,154,358,381,29,-788,-17,206.64946164943183,545.0146787014089,788.716679169396,0
8,-201,-32,98,385,384,26,-787,1,203.6884876471913,552.5260174869596,787.4299968886123,0
10,-203,-28,45,405,389,45,-795,21,205.165786621454,563.3569028599898,796.5494334942433,0
12,-206,-26,-8,412,396,45,-806,30,207.98076834169066,571.5102798725496,807.812478239845,0
12,-207,-25,-59,424,391,50,-815,33,208.84922791334424,579.7740939365952,817.1988742038257,0
13,-212,-24,-107,435,389,51,-833,36,213.7498538011196,593.291665203549,835.3358605974007,0
14,-219,-19,-154,445,392,59,-850,40,220.2680185592089,612.7030275753499,852.9835871809023,0
15,-220,-26,-196,456,390,58,-863,41,222.03828498707153,631.2305442546328,865.9180099755404,0
13,-224,-23,-234,468,401,47,-887,41,225.55265460641337,659.2275783066118,889.1900809163359,0
12,-237,-22,-262,487,403,35,-905,40,238.32121181296472,684.2674915557511,906.559429932754,0
6,-239,-26,-283,505,385,29,-926,47,240.4849267625728,695.2258625799244,927.6454063919036,0
13,-242,-16,-293,518,375,45,-934,56,242.87651183265953,703.4187941759873,936.758773644528,0
11,-241,-15,-292,530,366,41,-939,60,241.71677641405034,707.1916289097319,941.8078360260123,0
9,-240,-16,-294,553,355,27,-939,61,240.7010594077226,719.9097165617367,941.3665598479691,0
5,-237,-13,-297,574,349,22,-936,70,237.40892990787015,734.4971068697275,938.8716632213371,0
6,-240,-10,-300,592,342,22,-938,78,240.28316628511453,746.6110098304204,941.4945565429467,0
10,-242,-9,-307,608,313,36,-936,96,242.3736784388932,749.5878867751265,941.5986406107435,0
9,-242,-5,-310,619,288,34,-931,106,242.21890925359233,749.8033075413845,937.631590764731,0
11,-244,2,-314,639,262,35,-935,118,244.25601323201852,758.6573666682477,943.0662755077185,0
10,-242,5,-318,665,234,39,-938,131,242.25812679866902,773.3724846411333,947.9061134943693,0
8,-238,4,-326,694,203,26,-927,143,238.1680079271773,793.1714820894659,938.3251035755145,0
2,-233,7,-328,725,172,4,-921,153,233.11370616074893,814.1209983780052,933.6305479149662,0
0,-238,15,-329,755,146,-7,-920,164,238.47222060441337,836.4101864515999,934.5292932808474,0
-2,-241,15,-328,779,116,-13,-934,174,241.47463634924478,853.1594223824759,950.1584078457655,0
0,-245,17,-327,803,87,-14,-949,192,245.58908770545975,871.3822353020516,968.3289730251801,0
-7,-250,23,-317,829,57,-24,-960,201,251.1533396154628,889.3700017428067,981.1100855663445,0
-7,-253,21,-292,860,32,-28,-976,212,253.96653322829764,908.7838026725608,999.1516401427763,0
-3,-258,25,-250,888,12,-16,-992,214,259.22577032386266,922.5985042259715,1014.9463039983938,0
-2,-259,19,-198,911,-6,-20,-997,206,259.7036772939498,932.288045616804,1018.255861755777,0
5,-266,20,-141,933,-16,12,-1018,199,266.7976761517986,943.7298342216378,1037.3374571469017,0
4,-264,12,-88,953,-26,24,-1009,201,264.30285658690866,957.4074367791385,1029.1054367750662,0
17,-271,17,-35,970,-4,51,-1035,192,272.0643306278866,970.639479930628,1053.8927839206415,0
23,-269,18,10,1005,-35,86,-1036,196,270.58085667689056,1005.6589879278164,1057.8790100951999,0
23,-270,23,50,1029,-63,97,-1046,211,271.9522016825751,1032.1385565901508,1071.4690849483245,0
30,-272,31,86,1050,-76,110,-1057,226,275.3997095132818,1056.2537573897666,1086.4736536152177,0
33,-264,39,124,1067,-83,137,-1032,262,268.8977500835587,1077.38294027704,1073.5161852529286,0
33,-264,35,176,1062,-65,120,-1031,258,268.3467905528218,1078.4456407255768,1069.5442954828939,0
30,-262,36,218,1053,-74,118,-1016,261,266.15784790233033,1077.8724414326587,1055.6045661136561,0
19,-258,34,240,1023,-103,94,-1012,256,260.9233603953467,1055.8115362127846,1048.1011401577616,0
7,-256,37,242,967,-117,53,-1009,263,258.75471010205786,1003.6642865022148,1044.0589063841178,0
-12,-255,29,232,893,-103,-7,-1007,236,256.92411330974755,928.3760014132205,1034.3084646274533,0
-24,-266,25,212,805,-85,-81,-1023,196,268.2480195639848,836.7759556775039,1044.7516451291187,0
-49,-267,6,180,698,-83,-174,-1041,144,271.5253211028393,725.5983737578248,1065.2196956496814,0
-76,-272,-11,124,571,-66,-274,-1072,88,282.63226991976694,588.0246593468679,1109.9567559143916,0
-91,-271,-18,48,453,-33,-346,-1073,63,286.4367294883811,456.72967935092635,1129.1651783508028,0
-100,-271,-15,-33,360,7,-383,-1061,60,289.25075626521703,361.57710104485324,1129.6061260457116,0
-102,-268,-8,-103,303,45,-392,-1043,86,286.86582229328053,323.17642240732846,1117.5459722087498,0
-101,-268,12,-146,286,83,-392,-1047,147,286.6513561802909,331.6639865888366,1127.6001064207117,0
-101,-268,31,-151,299,116,-398,-1042,227,288.07290743837746,354.4827217227943,1138.2868706964866,0
-99,-273,52,-108,312,150,-395,-1038,319,295.01525384291574,362.6403176702778,1155.521527276753,0
-98,-268,71,-26,307,181,-380,-1033,388,294.0561170933195,357.3317786035829,1167.0616950273022,0
-89,-267,73,74,276,207,-333,-1016,427,290.75591137584803,352.8469923352047,1151.2923173547194,0
-79,-261,76,165,230,225,-297,-1006,426,283.08655920053855,361.5936946352909,1132.131176145238,0
-69,-260,73,230,186,243,-257,-1010,410,278.72925931807015,382.81196428533946,1119.9325872569295,0
-65,-264,60,254,146,269,-256,-1033,358,278.4259327002426,397.73483629171835,1122.8486095640853,0
-53,-289,47,231,125,325,-207,-1131,301,297.5550369259442,417.86481067445726,1188.5331295340488,0
-58,-312,29,164,125,318,-224,-1209,241,318.6675383530616,379.0052770081177,1252.971667676488,0
-72,-334,7,68,118,334,-255,-1313,152,341.74405627603824,360.69932076453927,1346.1418944524385,0
-69,-357,-28,-50,100,373,-260,-1398,34,364.6834243559748,389.3956856463615,1422.3782900480448,0
-63,-378,-62,-195,52,423,-234,-1477,-101,388.1971148785112,468.67686096072634,1498.828208968593,0
-50,-395,-84,-354,-45,481,-181,-1540,-219,406.9164533414691,598.9173565693351,1565.9891442791038,0
-25,-410,-96,-497,-172,556,-102,-1600,-278,421.8305346937322,765.3293408722809,1627.1717794996323,0
-4,-421,-96,-565,-290,649,-17,-1613,-264,431.82519611527994,908.0341403273337,1634.5500910036376,0
20,-413,-68,-527,-360,748,70,-1588,-185,419.0381844176017,983.2766650338042,1600.2715394582258,0
19,-390,-37,-384,-388,833,91,-1503,-60,392.21167754160507,995.9362429392758,1506.9472452610942,0
15,-361,-10,-189,-424,889,73,-1395,69,361.44985820995976,1002.9047811233128,1398.6118117619342,0
17,-330,7,-9,-475,928,63,-1292,137,330.51172445164485,1042.5401670918968,1300.7697720965075,0
22,-307,16,109,-508,959,82,-1198,169,308.2028552755474,1090.6997753735902,1212.6372087314492,0
30,-289,12,157,-494,966,97,-1130,170,290.80061898145954,1096.2850906584472,1146.8256188279017,0
28,-277,3,154,-445,943,92,-1094,141,278.4277285041847,1054.0351037797554,1106.8789455039787,0
22,-269,-19,127,-385,895,77,-1059,74,270.56607326122764,982.5370222032349,1064.3711758592488,0
6,-262,-48,88,-336,838,32,-1027,-39,266.4282267328295,907.1295387098802,1028.238299228345,0
4,-262,-73,46,-299,796,0,-1018,-170,272.0091910211859,851.5474150040031,1032.0968946760763,0
-3,-261,-110,3,-268,749,-18,-1009,-302,283.24900705915985,795.5086423163484,1053.3797985532094,0
-7,-253,-132,-38,-239,703,-32,-990,-429,285.45052110654836,743.48772686575,1079.4280893139662,0
-2,-248,-147,-81,-194,672,-32,-957,-472,288.3001907734367,704.1171777481359,1067.5471886525672,0
-4,-236,-152,-119,-120,663,-56,-923,-495,280.7418743258654,684.2002630809199,1048.8517531090845,0
19,-231,-148,-140,-22,660,57,-894,-470,275.0018181758077,675.0437022889703,1011.6249304954875,0
22,-219,-138,-154,85,624,74,-831,-439,259.7864507629295,648.3185945197006,942.7396247108742,0
31,-204,-130,-163,197,595,97,-781,-395,243.87906839251292,647.6133105488182,880.565159428875,0
33,-195,-117,-173,287,579,120,-758,-346,229.7890336808961,668.9835573465166,841.8313370266042,0
41,-196,-102,-195,339,570,150,-761,-290,224.72427550222517,691.2640595315223,828.082725336062,0
48,-203,-85,-223,356,555,176,-779,-226,225.25097114108075,696.053158889463,829.995783121818,0
51,-216,-72,-252,351,534,203,-840,-175,233.32595226420912,686.9213928827664,881.7221784666642,0
56,-246,-60,-279,346,507,226,-948,-133,259.3299057185654,674.2447626789548,983.6000203334687,0
61,-276,-49,-296,346,467,229,-1039,-72,286.8762799535716,652.2430528568319,1066.370479711437,0
58,-303,-37,-286,352,418,224,-1162,-45,310.7120853780876,616.7852138305522,1184.248706986839,0
53,-332,-28,-242,349,360,209,-1269,-1,337.3677518673058,556.7450044679341,1286.0960306291283,0
48,-354,-23,-147,330,290,184,-1342,16,357.97904966631774,463.25910676423837,1354.6497702358347,0
42,-362,-26,0,303,222,164,-1379,14,365.3546222507661,375.62348169410285,1388.7883208034261,0
36,-365,-34,177,275,155,139,-1381,-8,368.3435896007965,361.9102098587438,1388.000720460908,0
26,-353,-42,355,254,91,107,-1362,-43,356.4393356519451,445.8946063813735,1366.8730738440931,0
14,-343,-47,517,233,41,73,-1313,-67,346.4880950335812,568.5587040930778,1316.7334582215187,0
7,-330,-48,649,212,-4,24,-1261,-75,333.54609876297457,682.759840646768,1263.4563704378556,0
-5,-311,-49,740,186,-46,-20,-1196,-71,314.8761661351967,764.4030350541526,1198.272506569353,0
-22,-292,-52,797,159,-82,-80,-1138,-90,297.4088095534495,816.8316840084009,1144.3530923626677,0
-33,-278,-49,788,139,-117,-110,-1089,-67,284.2076705509547,808.6742236525163,1096.590169571112,0
-47,-269,-47,734,110,-165,-175,-1076,-72,277.09023800920886,760.3163815149585,1092.513157815502,0
-53,-261,-35,627,73,-203,-194,-1019,-13,268.61682746991113,663.0739023668478,1037.3842104061541,0
-60,-251,-33,528,33,-250,-228,-980,8,260.17301935442885,585.1264820532394,1006.2047505353968,0
-62,-241,-17,436,3,-285,-247,-940,46,249.42734413051028,520.8934631956903,972.9979444993704,0
-63,-236,-25,368,-17,-317,-249,-924,50,245.5402207378661,486.0061728003051,958.2677078979548,0
-64,-235,-22,302,-35,-344,-247,-932,38,244.55060825931307,459.09149414904215,964.923313015081,0
-59,-235,-19,248,-47,-364,-228,-932,46,243.0370342149525,442.95485097242135,960.5852382792482,0
-56,-241,-19,217,-57,-380,-211,-936,40,248.1491486989226,441.2912870202628,960.3213003989863,0
-52,-242,-30,203,-70,-391,-200,-936,26,249.33511585815586,446.08295192710517,957.4821147154656,0
-46,-239,-24,204,-85,-404,-182,-925,14,244.5669642449691,460.4964712134068,942.838798522844,0
-44,-229,-34,216,-101,-418,-169,-903,8,235.6544079791422,481.22863588942835,918.7132305567391,0
-39,-231,-36,225,-122,-428,-158,-888,-9,237.01898658124415,498.6912872709929,901.9916851057997,0
-33,-224,-35,228,-146,-437,-136,-870,-14,229.10696191953662,514.0710067685203,880.6770123036027,0
-30,-219,-35,222,-170,-445,-118,-850,-9,223.799016977287,525.5558961709021,858.1986949419114,0
-23,-213,-29,212,-197,-449,-87,-832,-3,216.19204425695224,534.1853610873289,836.5416905331139,0
-16,-212,-28,195,-226,-451,-63,-809,7,214.43880245888337,540.8345403170918,811.4795129884673,0
-8,-210,-26,178,-255,-450,-38,-805,11,211.7545749210628,547.0,805.971463514683,0
-9,-206,-29,157,-278,-447,-21,-787,13,208.22583893455683,549.3104768707766,787.3874522749268,0
-6,-202,-30,126,-305,-443,-11,-785,14,204.3036955123426,552.4038377853651,785.2018848678345,0
-2,-199,-29,89,-331,-439,-10,-790,20,201.11190914513242,556.958705830154,790.3163923391694,0
-1,-199,-27,49,-358,-432,10,-786,18,200.82579515590123,563.1953479921509,786.2696738397075,0
1,-203,-21,9,-379,-427,7,-786,24,204.08576628466767,571.0087565002834,786.3974821933244,0
2,-201,-23,-24,-398,-423,18,-793,26,202.32152628922114,581.2994065023635,793.6302665599391,0
9,-205,-29,-58,-411,-416,35,-807,24,207.2365797826243,587.6572130077193,808.1150908131837,0
15,-209,-23,-97,-425,-407,62,-821,37,210.7961100210343,596.3916498409413,824.1686720568794,0
13,-211,-22,-134,-431,-402,51,-826,38,212.54176060247548,604.417901786504,828.444928767145,0
14,-216,-19,-173,-427,-399,49,-835,55,217.2855264392914,609.4743636938308,838.242804919911,0
14,-218,-12,-211,-422,-393,52,-852,67,218.77842672439164,614.0472294538914,856.210838520513,0
15,-223,-9,-237,-427,-389,55,-871,84,223.68504643806656,624.354867042774,876.7679282455534,0
15,-229,-8,-262,-436,-385,54,-887,96,229.63013739489858,637.9380847699877,893.8126201838951,0
11,-231,-8,-279,-449,-382,63,-899,117,231.40008643040736,652.2008892971552,908.7678471424922,0
17,-233,1,-285,-470,-378,64,-906,124,233.62148873765872,667.0899489574101,916.6831513669268,0
25,-240,6,-286,-495,-371,82,-920,127,241.37315509393335,681.5144899413365,932.3373852849621,0
16,-240,0,-290,-518,-364,74,-934,123,240.53274205396653,696.3619748377994,944.966136959415,0
14,-239,-1,-300,-534,-349,55,-934,120,239.41177915883753,704.9517714000016,943.282036296674,0
12,-242,2,-309,-547,-333,54,-935,127,242.30559217649105,711.0407864532104,945.1296207399279,0
13,-242,2,-309,-564,-312,49,-941,124,242.35717443475858,714.7873809742307,950.3988636356843,0
10,-240,-2,-302,-580,-295,41,-938,123,240.21656895393374,717.3764702023617,946.9181590823993,0
10,-244,-5,-294,-594,-273,35,-933,122,244.25601323201852,716.799135044121,941.5933304776537,0
5,-242,-3,-289,-604,-252,26,-931,112,242.0702377410325,715.4306395451623,938.0730248759954,0
-2,-239,-5,-285,-615,-228,7,-921,118,239.0606617576384,715.1461389114816,928.5547910597414,0
-2,-232,-3,-280,-626,-203,3,-904,120,232.0280155498469,715.1817950703164,911.9347564382005,0
-5,-233,3,-273,-637,-175,0,-895,129,233.0729499534427,714.788779990285,904.2488595513959,0
-1,-224,4,-259,-648,-148,-9,-884,135,224.03794321498313,713.3645631793046,894.2941350584829,0
-5,-229,3,-249,-661,-121,-8,-886,134,229.07422377910615,716.6330999891088,896.1116001927438,0
-5,-228,8,-237,-675,-93,-14,-877,145,228.19509197175998,721.4173549340215,889.0163103115713,0
-3,-228,7,-226,-690,-65,-7,-875,160,228.12715752404404,728.972564641496,889.5358340168202,0
-1,-230,15,-212,-707,-40,-10,-886,164,230.49078072669198,739.1840095673066,901.1059871069551,0
-5,-226,17,-194,-723,-14,-14,-879,176,226.69362584775072,748.7062174177532,896.556188980925,0
-1,-231,17,-179,-739,12,-13,-887,191,231.62685509240936,760.4643318394361,907.4243770144154,0
-8,-230,20,-153,-752,35,-15,-894,204,231.00649341522848,768.2043998832602,917.1025024499716,0
-8,-231,28,-119,-768,63,-14,-907,215,232.8282628891948,779.7140501491557,932.2392396804588,0
-3,-242,21,-74,-783,89,-17,-930,228,242.92797286438628,791.5086859915057,957.6914952112711,0
-4,-247,31,-25,-795,114,-16,-946,233,248.96987769607793,803.5210015923666,974.4028940843721,0
-2,-253,31,24,-808,141,-11,-965,239,254.89998038446373,820.5613931937086,994.216777166831,0
-3,-253,29,69,-820,163,-7,-976,242,254.67430180526657,838.886166294331,1005.5789377269195,0
-4,-256,31,113,-831,177,-4,-988,243,257.90114385167044,857.1225116632977,1017.452210179918,0
-5,-258,37,151,-842,188,-7,-1002,243,260.68755244545144,875.8475894811836,1031.0683779459052,0
1,-257,30,183,-851,201,-2,-1002,244,258.74698065871223,893.3593901672496,1031.2826964513658,0
1,-258,34,210,-856,204,13,-1002,239,260.2325882744127,904.6833700251154,1030.1912443813528,0
4,-255,29,233,-855,207,18,-991,244,256.6748916431056,910.0346147262751,1020.7551126494542,0
8,-255,34,250,-852,209,26,-986,245,257.381040482783,912.1869325966032,1016.3154037994308,0
12,-253,29,252,-839,209,46,-983,235,254.939208439973,900.6142348419771,1011.7460155592411,0
20,-256,11,238,-813,209,74,-998,169,257.0155637310706,872.5216329696359,1014.9093555584163,0
33,-254,-10,208,-754,192,123,-999,101,256.3298656028985,805.384380280621,1011.5982404096994,0
52,-255,-23,144,-683,173,187,-989,35,261.26232028365666,719.1342016619708,1007.1320668114981,0
63,-249,-37,54,-617,144,223,-977,-9,259.49759151098107,635.8781329783247,1002.1671517266967,0
64,-248,-41,-54,-564,115,250,-974,-33,259.38581302762105,578.1323377912707,1006.1138106596093,0
66,-254,-39,-166,-526,87,251,-980,-28,265.31679177918613,558.3914397624662,1012.0202567142617,0
62,-259,-23,-266,-494,65,251,-1008,12,267.30881018028566,564.8158992096452,1038.8498447802742,0
62,-268,-8,-335,-462,46,233,-1035,80,275.19447668875915,572.5251086197006,1063.9144702465514,0
60,-279,9,-359,-426,29,240,-1074,149,285.5205771919075,557.8512346495255,1110.5300536230436,0
67,-281,28,-347,-384,14,249,-1087,211,290.23094252680914,517.7460767596409,1134.9409676278322,0
65,-284,38,-312,-326,-5,245,-1098,255,293.81116384507925,451.2704289004543,1153.5397695788386,0
64,-283,48,-269,-259,-26,234,-1095,300,294.0901222414653,374.3233895978182,1159.215683123723,0
58,-282,59,-224,-193,-49,226,-1095,318,293.88603233226314,299.709859697675,1162.4220403966883,0
60,-284,56,-186,-142,-82,236,-1101,336,295.62137947043004,247.95967414077637,1175.0714871870562,0
53,-279,51,-161,-109,-134,207,-1092,326,288.5324938373493,236.13131939664422,1158.2698303935917,0
53,-287,44,-154,-77,-204,214,-1120,293,295.1508089096149,266.9475603934226,1177.3041238354685,0
42,-281,34,-177,-69,-303,162,-1096,271,286.1485628130954,357.6296967534995,1140.5704712993406,0
42,-292,21,-215,-80,-312,152,-1125,221,295.7515849492611,387.25831172487443,1156.533613865157,0
42,-304,14,-260,-71,-322,157,-1170,186,307.2067707587188,419.91070479329295,1195.0502081502684,0
39,-317,12,-305,-45,-355,148,-1213,152,319.61539387207245,470.1861333557169,1231.4126034761866,0
29,-331,9,-341,-11,-405,120,-1284,142,332.3898313727422,529.553585579401,1297.3896870254518,0
27,-344,8,-359,35,-474,111,-1334,148,345.15069172754096,595.6357947605231,1346.7668692093669,0
24,-351,16,-360,82,-542,77,-1355,168,352.1831909674282,655.8109483685066,1367.5445148147828,0
17,-350,21,-355,131,-577,88,-1370,182,351.04130811059827,690.0108694796046,1384.8350082230013,0
31,-353,17,-350,175,-621,108,-1377,187,354.7661201411431,734.0068119574913,1393.8299752839296,0
33,-348,18,-354,207,-681,121,-1355,181,350.02428487177855,794.9377334106113,1372.3800494032257,0
31,-344,16,-365,227,-742,119,-1345,163,345.76437063410685,857.506851284583,1360.0569841002987,0
38,-342,13,-381,244,-812,138,-1318,148,344.35011253083684,929.5380573166437,1333.4436621020027,0
29,-333,10,-394,251,-872,119,-1288,146,334.40992808228646,989.2527482903447,1301.699274026071,0
